date,item_nbr,unit_sales,onpromotion,weekday,DayFromWagePaid,DayToWagePaid,OilPrice,transactions,type
2013-07-12,996606.0,6.506,,4,12,3,105.85,1749.0,Work
2013-07-13,996606.0,12.315,,5,13,2,105.96666666666668,1219.0,Weekend
2013-07-14,996606.0,0.496,,6,14,1,106.08333333333334,434.0,Weekend
2013-07-15,996606.0,9.978,,0,0,0,106.2,1781.0,Work
2013-07-16,996606.0,4.379,,1,1,15,105.88,1904.0,Work
2013-07-17,996606.0,8.285,,2,2,14,106.39,1846.0,Work
2013-07-18,996606.0,10.511,,3,3,13,107.94,1700.0,Work
2013-07-19,996606.0,9.152,,4,4,12,108.0,1752.0,Work
2013-07-20,996606.0,8.547,,5,5,11,107.53666666666666,1336.0,Weekend
2013-07-21,996606.0,3.196,,6,6,10,107.07333333333332,448.0,Weekend
2013-07-22,996606.0,8.199,,0,7,9,106.61,1753.0,Work
2013-07-23,996606.0,2.719,,1,8,8,107.13,1794.0,Work
2013-07-24,996606.0,5.13,,2,9,7,105.41,1796.0,Work
2013-07-25,996606.0,3.21,,3,10,6,105.47,1697.0,Work
2013-07-26,996606.0,4.773,,4,11,5,104.76,1808.0,Work
2013-07-27,996606.0,9.42,,5,12,4,104.71,1247.0,Weekend
2013-07-28,996606.0,2.856,,6,13,3,104.66,439.0,Weekend
2013-07-29,996606.0,4.863,,0,14,2,104.61,1802.0,Work
2013-07-30,996606.0,3.169,,1,15,1,103.14,1741.0,Work
2013-07-31,996606.0,3.998,,2,0,0,105.1,1828.0,Work
2013-08-01,996606.0,4.221,,3,1,14,107.93,1767.0,Work
2013-08-02,996606.0,2.782,,4,2,13,106.94,1748.0,Work
2013-08-03,996606.0,4.539,,5,3,12,106.83,1290.0,Weekend
2013-08-04,996606.0,2.354,,6,4,11,106.72,453.0,Weekend
2013-08-05,996606.0,4.116,,0,5,10,106.61,1763.0,Work
2013-08-06,996606.0,4.679,,1,6,9,105.32,1717.0,Work
2013-08-07,996606.0,9.074,,2,7,8,104.41,1800.0,Work
2013-08-08,996606.0,1.342,,3,8,7,103.45,1650.0,Work
2013-08-09,996606.0,6.045,,4,9,6,106.04,1785.0,Work
2013-08-10,996606.0,3.823,,5,10,5,106.09,832.0,Holiday
2013-08-11,996606.0,1.92,,6,11,4,106.14,441.0,Weekend
2013-08-12,996606.0,4.623,,0,12,3,106.19,1728.0,Work
2013-08-13,996606.0,0.856,,1,13,2,106.78,1685.0,Work
2013-08-14,996606.0,3.829,,2,14,1,106.89,1836.0,Work
2013-08-15,996606.0,1.611,,3,0,0,107.43,1656.0,Work
2013-08-16,996606.0,4.453,,4,1,15,107.58,1817.0,Work
2013-08-17,996606.0,6.14,,5,2,14,107.43333333333334,1203.0,Weekend
2013-08-18,996606.0,1.77,,6,3,13,107.28666666666666,427.0,Weekend
2013-08-19,996606.0,11.553,,0,4,12,107.14,1714.0,Work
2013-08-20,996606.0,4.271,,1,5,11,104.9,1670.0,Work
2013-08-21,996606.0,0.588,,2,6,10,103.93,1826.0,Work
2013-08-22,996606.0,1.692,,3,7,9,104.93,1599.0,Work
2013-08-23,996606.0,3.55,,4,8,8,106.48,1777.0,Work
2013-08-24,996606.0,4.959,,5,9,7,106.28,1166.0,Weekend
2013-08-25,996606.0,2.076,,6,10,6,106.08,457.0,Weekend
2013-08-26,996606.0,1.217,,0,11,5,105.88,1722.0,Work
2013-08-27,996606.0,2.334,,1,12,4,109.11,1677.0,Work
2013-08-28,996606.0,3.21,,2,13,3,110.17,1831.0,Work
2013-08-29,996606.0,4.12,,3,14,2,108.51,1647.0,Work
2013-08-30,996606.0,6.942,,4,15,1,107.98,1808.0,Work
2013-08-31,996606.0,6.792,,5,0,0,108.1525,1297.0,Weekend
2013-09-01,996606.0,7.623,,6,1,14,108.325,512.0,Weekend
2013-09-02,996606.0,9.794,,0,2,13,108.4975,1774.0,Work
2013-09-03,996606.0,8.364,,1,3,12,108.67,1762.0,Work
2013-09-04,996606.0,2.437,,2,4,11,107.29,1867.0,Work
2013-09-05,996606.0,1.164,,3,5,10,108.5,1719.0,Work
2013-09-06,996606.0,7.985,,4,6,9,110.62,1839.0,Work
2013-09-07,996606.0,3.783,,5,7,8,110.28666666666668,1245.0,Weekend
2013-09-08,996606.0,0.658,,6,8,7,109.95333333333336,456.0,Weekend
2013-09-09,996606.0,2.406,,0,9,6,109.62,1781.0,Work
2013-09-10,996606.0,3.144,,1,10,5,107.48,1678.0,Work
2013-09-11,996606.0,6.269,,2,11,4,107.65,1828.0,Work
2013-09-12,996606.0,3.578,,3,12,3,108.72,1776.0,Work
2013-09-13,996606.0,6.702,,4,13,2,108.31,1759.0,Work
2013-09-14,996606.0,3.624,,5,14,1,107.72,1259.0,Weekend
2013-09-15,996606.0,3.943,,6,0,0,107.13,500.0,Weekend
2013-09-16,996606.0,12.82,,0,1,14,106.54,1778.0,Work
2013-09-17,996606.0,1.43,,1,2,13,105.36,1716.0,Work
2013-09-18,996606.0,1.96,,2,3,12,108.23,1882.0,Work
2013-09-19,996606.0,8.07,,3,4,11,106.26,1685.0,Work
2013-09-20,996606.0,10.331,,4,5,10,104.7,1701.0,Work
2013-09-21,996606.0,3.883,,5,6,9,104.34,1304.0,Weekend
2013-09-22,996606.0,1.728,,6,7,8,103.98,479.0,Weekend
2013-09-23,996606.0,6.576,,0,8,7,103.62,1707.0,Work
2013-09-24,996606.0,2.198,,1,9,6,103.22,1780.0,Work
2013-09-25,996606.0,19.705,,2,10,5,102.68,1829.0,Work
2013-09-26,996606.0,1.29,,3,11,4,103.1,1681.0,Work
2013-09-27,996606.0,0.632,,4,12,3,102.86,1772.0,Work
2013-09-28,996606.0,0.0,,5,13,2,102.69333333333331,1286.0,Weekend
2013-09-29,996606.0,0.0,,6,14,1,102.52666666666669,503.0,Weekend
2013-09-30,996606.0,5.236,,0,0,0,102.36,1682.0,Work
2013-10-01,996606.0,7.114,,1,1,14,102.09,1744.0,Work
2013-10-02,996606.0,12.361,,2,2,13,104.15,1917.0,Work
2013-10-03,996606.0,5.054,,3,3,12,103.29,1720.0,Work
2013-10-04,996606.0,9.337,,4,4,11,103.83,1839.0,Work
2013-10-05,996606.0,3.803,,5,5,10,103.57666666666668,1324.0,Weekend
2013-10-06,996606.0,2.566,,6,6,9,103.32333333333332,504.0,Weekend
2013-10-07,996606.0,2.946,,0,7,8,103.07,1759.0,Work
2013-10-08,996606.0,10.012,,1,8,7,103.54,1721.0,Work
2013-10-09,996606.0,12.618,,2,9,6,101.63,1788.0,Work
2013-10-10,996606.0,4.519,,3,10,5,103.08,1692.0,Work
2013-10-11,996606.0,0.5,,4,11,4,102.17,733.0,Holiday
2013-10-12,996606.0,0.576,,5,12,3,102.26666666666668,949.0,Weekend
2013-10-13,996606.0,0.592,,6,13,2,102.36333333333332,464.0,Weekend
2013-10-14,996606.0,0.626,,0,14,1,102.46,1654.0,Work
2013-10-15,996606.0,4.844,,1,0,0,101.15,1761.0,Work
2013-10-16,996606.0,4.928,,2,1,15,102.34,1703.0,Work
2013-10-17,996606.0,3.839,,3,2,14,100.72,1783.0,Work
2013-10-18,996606.0,9.0,,4,3,13,100.87,1734.0,Work
2013-10-19,996606.0,4.541,,5,4,12,100.34,1346.0,Weekend
2013-10-20,996606.0,5.519,,6,5,11,99.81,500.0,Weekend
2013-10-21,996606.0,4.102,,0,6,10,99.28,1830.0,Work
2013-10-22,996606.0,6.471,,1,7,9,97.63,1687.0,Work
2013-10-23,996606.0,4.901,,2,8,8,96.9,1820.0,Work
2013-10-24,996606.0,2.918,,3,9,7,96.65,1748.0,Work
2013-10-25,996606.0,4.527,,4,10,6,97.4,1805.0,Work
2013-10-26,996606.0,7.806,,5,11,5,97.84666666666666,1282.0,Weekend
2013-10-27,996606.0,3.498,,6,12,4,98.29333333333332,549.0,Weekend
2013-10-28,996606.0,8.289,,0,13,3,98.74,1788.0,Work
2013-10-29,996606.0,12.076,,1,14,2,98.29,1710.0,Work
2013-10-30,996606.0,10.754,,2,15,1,96.81,1815.0,Work
2013-10-31,996606.0,6.419,,3,0,0,96.29,1755.0,Work
2013-11-01,996606.0,17.586,,4,1,14,94.56,1878.0,Work
2013-11-02,996606.0,4.037,,5,2,13,94.56666666666666,1106.0,Holiday
2013-11-03,996606.0,0.0,,6,3,12,94.57333333333332,515.0,Holiday
2013-11-04,996606.0,0.686,,0,4,11,94.58,1838.0,Work
2013-11-05,996606.0,4.31,,1,5,10,93.4,1848.0,Work
2013-11-06,996606.0,12.813,,2,6,9,94.74,1797.0,Work
2013-11-07,996606.0,2.944,,3,7,8,94.25,1724.0,Work
2013-11-08,996606.0,9.334,,4,8,7,94.56,1859.0,Work
2013-11-09,996606.0,7.174,,5,9,6,94.75,1184.0,Weekend
2013-11-10,996606.0,3.881,,6,10,5,94.94,561.0,Weekend
2013-11-11,996606.0,4.659,,0,11,4,95.13,1862.0,Work
2013-11-12,996606.0,7.542,,1,12,3,93.12,1814.0,Work
2013-11-13,996606.0,4.474,,2,13,2,93.91,1924.0,Work
2013-11-14,996606.0,7.668,,3,14,1,93.76,1832.0,Work
2013-11-15,996606.0,5.009,,4,0,0,93.8,1850.0,Work
2013-11-16,996606.0,4.58,,5,1,14,93.54333333333334,1346.0,Weekend
2013-11-17,996606.0,0.534,,6,2,13,93.28666666666666,512.0,Weekend
2013-11-18,996606.0,12.219,,0,3,12,93.03,1881.0,Work
2013-11-19,996606.0,8.142,,1,4,11,93.35,1784.0,Work
2013-11-20,996606.0,5.187,,2,5,10,93.34,1947.0,Work
2013-11-21,996606.0,5.082,,3,6,9,95.35,1753.0,Work
2013-11-22,996606.0,7.714,,4,7,8,94.53,1799.0,Work
2013-11-23,996606.0,4.345,,5,8,7,94.30666666666669,1229.0,Weekend
2013-11-24,996606.0,2.714,,6,9,6,94.08333333333334,453.0,Weekend
2013-11-25,996606.0,14.861,,0,10,5,93.86,1861.0,Work
2013-11-26,996606.0,3.291,,1,11,4,93.41,1834.0,Work
2013-11-27,996606.0,7.149,,2,12,3,92.05,1911.0,Work
2013-11-28,996606.0,3.661,,3,13,2,92.3,1828.0,Work
2013-11-29,996606.0,1.191,,4,14,1,92.55,1781.0,Work
2013-11-30,996606.0,8.323,,5,0,0,92.90333333333334,1272.0,Weekend
2013-12-01,996606.0,6.058,,6,1,14,93.25666666666666,485.0,Weekend
2013-12-02,996606.0,6.129,,0,2,13,93.61,1844.0,Work
2013-12-03,996606.0,4.543,,1,3,12,95.83,1812.0,Work
2013-12-04,996606.0,9.289,,2,4,11,96.97,1995.0,Work
2013-12-05,996606.0,4.754,,3,5,10,97.14,1930.0,Holiday
2013-12-06,996606.0,8.219,,4,6,9,97.48,506.0,Holiday
2013-12-07,996606.0,5.67,,5,7,8,97.35333333333334,1140.0,Weekend
2013-12-08,996606.0,4.645,,6,8,7,97.22666666666666,443.0,Weekend
2013-12-09,996606.0,6.205,,0,9,6,97.1,1812.0,Work
2013-12-10,996606.0,8.182,,1,10,5,98.32,1992.0,Work
2013-12-11,996606.0,5.103,,2,11,4,97.25,2087.0,Work
2013-12-12,996606.0,4.711,,3,12,3,97.21,1945.0,Work
2013-12-13,996606.0,5.656,,4,13,2,96.27,2033.0,Work
2013-12-14,996606.0,3.797,,5,14,1,96.57333333333334,1507.0,Weekend
2013-12-15,996606.0,4.148,,6,0,0,96.87666666666668,526.0,Weekend
2013-12-16,996606.0,6.444,,0,1,15,97.18,2161.0,Work
2013-12-17,996606.0,6.517,,1,2,14,96.99,2136.0,Work
2013-12-18,996606.0,10.447,,2,3,13,97.59,2337.0,Work
2013-12-19,996606.0,20.836,,3,4,12,98.4,2425.0,Work
2013-12-20,996606.0,12.659,,4,5,11,99.11,2490.0,Work
2013-12-21,996606.0,5.119,,5,6,10,98.94666666666669,1738.0,Holiday
2013-12-22,996606.0,2.444,,6,7,9,98.78333333333332,1093.0,Holiday
2013-12-23,996606.0,3.422,,0,8,8,98.62,2848.0,Holiday
2013-12-24,996606.0,8.25,,1,9,7,98.87,2844.0,Holiday
2013-12-25,996606.0,0.0,,2,10,6,99.025,0.0,Holiday
2013-12-26,996606.0,8.087,,3,11,5,99.18,1980.0,Holiday
2013-12-27,996606.0,0.389,,4,12,4,99.94,2022.0,Work
2013-12-28,996606.0,3.601,,5,13,3,99.59333333333332,1070.0,Weekend
2013-12-29,996606.0,0.77,,6,14,2,99.24666666666668,416.0,Weekend
2013-12-30,996606.0,6.198,,0,15,1,98.9,1388.0,Work
2013-12-31,996606.0,6.055,,1,0,0,98.17,1105.0,Holiday
2014-01-01,996606.0,0.0,,2,1,14,96.655,0.0,Holiday
2014-01-02,996606.0,6.87,,3,2,13,95.14,1875.0,Work
2014-01-03,996606.0,13.7772,,4,3,12,93.66,1817.0,Work
2014-01-04,996606.0,6.956,,5,4,11,93.48,1294.0,Weekend
2014-01-05,996606.0,4.73,,6,5,10,93.3,489.0,Weekend
2014-01-06,996606.0,3.486,,0,6,9,93.12,1754.0,Work
2014-01-07,996606.0,9.016,,1,7,8,93.31,1713.0,Work
2014-01-08,996606.0,0.574,,2,8,7,91.9,1955.0,Work
2014-01-09,996606.0,7.391,,3,9,6,91.36,1855.0,Work
2014-01-10,996606.0,7.972,,4,10,5,92.39,1837.0,Work
2014-01-11,996606.0,6.617,,5,11,4,92.07666666666668,1300.0,Weekend
2014-01-12,996606.0,4.004,,6,12,3,91.76333333333334,531.0,Weekend
2014-01-13,996606.0,14.66,,0,13,2,91.45,1887.0,Work
2014-01-14,996606.0,2.72,,1,14,1,92.15,1738.0,Work
2014-01-15,996606.0,4.182,,2,0,0,93.78,1944.0,Work
2014-01-16,996606.0,0.0,,3,1,15,93.54,1819.0,Work
2014-01-17,996606.0,0.0,,4,2,14,93.96,1889.0,Work
2014-01-18,996606.0,0.0,,5,3,13,94.0975,1329.0,Weekend
2014-01-19,996606.0,0.0,,6,4,12,94.235,504.0,Weekend
2014-01-20,996606.0,0.0,,0,5,11,94.3725,1791.0,Work
