date,item_nbr,unit_sales,onpromotion,weekday,DayFromWagePaid,DayToWagePaid,OilPrice,transactions,type
2013-03-19,695758.0,4.662,,1,4,12,92.44,1728.0,Work
2013-03-20,695758.0,10.9,,2,5,11,93.21,1879.0,Work
2013-03-21,695758.0,11.406,,3,6,10,92.46,1727.0,Work
2013-03-22,695758.0,7.725,,4,7,9,93.41,1689.0,Work
2013-03-23,695758.0,10.087,,5,8,8,93.79,1358.0,Weekend
2013-03-24,695758.0,3.358,,6,9,7,94.17,531.0,Weekend
2013-03-25,695758.0,7.98,,0,10,6,94.55,1770.0,Work
2013-03-26,695758.0,8.582,,1,11,5,95.99,1700.0,Work
2013-03-27,695758.0,10.961,,2,12,4,96.53,1840.0,Work
2013-03-28,695758.0,9.184,,3,13,3,97.24,1729.0,Work
2013-03-29,695758.0,3.672,,4,14,2,97.205,474.0,Work
2013-03-30,695758.0,2.694,,5,15,1,97.17,1002.0,Weekend
2013-03-31,695758.0,3.857,,6,0,0,97.135,464.0,Weekend
2013-04-01,695758.0,14.529,,0,1,14,97.1,1894.0,Work
2013-04-02,695758.0,8.69,,1,2,13,97.23,1705.0,Work
2013-04-03,695758.0,14.051,,2,3,12,95.02,1912.0,Work
2013-04-04,695758.0,9.814,,3,4,11,93.26,1723.0,Work
2013-04-05,695758.0,13.285,,4,5,10,92.76,1899.0,Work
2013-04-06,695758.0,5.167,,5,6,9,92.96,1349.0,Weekend
2013-04-07,695758.0,3.338,,6,7,8,93.16,521.0,Weekend
2013-04-08,695758.0,8.878,,0,8,7,93.36,1824.0,Work
2013-04-09,695758.0,9.865,,1,9,6,94.18,1744.0,Work
2013-04-10,695758.0,8.683,,2,10,5,94.59,1916.0,Work
2013-04-11,695758.0,9.961,,3,11,4,93.44,1638.0,Work
2013-04-12,695758.0,9.641,,4,12,3,91.23,1860.0,Work
2013-04-13,695758.0,5.128,,5,13,2,90.40333333333334,1338.0,Weekend
2013-04-14,695758.0,3.898,,6,14,1,89.57666666666667,525.0,Weekend
2013-04-15,695758.0,5.632,,0,0,0,88.75,1804.0,Work
2013-04-16,695758.0,8.814,,1,1,14,88.73,1757.0,Work
2013-04-17,695758.0,12.525,,2,2,13,86.65,1807.0,Work
2013-04-18,695758.0,6.676,,3,3,12,87.83,1607.0,Work
2013-04-19,695758.0,14.515,,4,4,11,88.04,1737.0,Work
2013-04-20,695758.0,8.113,,5,5,10,88.29666666666667,1335.0,Weekend
2013-04-21,695758.0,4.096,,6,6,9,88.55333333333334,505.0,Weekend
2013-04-22,695758.0,8.919,,0,7,8,88.81,1838.0,Work
2013-04-23,695758.0,5.967,,1,8,7,89.21,1697.0,Work
2013-04-24,695758.0,11.568,,2,9,6,91.07,1921.0,Work
2013-04-25,695758.0,15.041,,3,10,5,93.27,1660.0,Work
2013-04-26,695758.0,5.791,,4,11,4,92.63,1843.0,Work
2013-04-27,695758.0,6.14,,5,12,3,93.11666666666666,1314.0,Weekend
2013-04-28,695758.0,3.451,,6,13,2,93.60333333333332,517.0,Weekend
2013-04-29,695758.0,10.923,,0,14,1,94.09,1653.0,Holiday
2013-04-30,695758.0,7.422,,1,0,0,93.22,1897.0,Work
2013-05-01,695758.0,8.023,,2,1,14,90.74,613.0,Holiday
2013-05-02,695758.0,5.966,,3,2,13,93.7,1763.0,Work
2013-05-03,695758.0,12.126,,4,3,12,95.25,1847.0,Work
2013-05-04,695758.0,7.578,,5,4,11,95.43333333333334,1347.0,Weekend
2013-05-05,695758.0,4.559,,6,5,10,95.61666666666667,538.0,Weekend
2013-05-06,695758.0,5.281,,0,6,9,95.8,1834.0,Work
2013-05-07,695758.0,9.936,,1,7,8,95.28,1792.0,Work
2013-05-08,695758.0,7.116,,2,8,7,96.24,1904.0,Work
2013-05-09,695758.0,7.521,,3,9,6,96.09,1813.0,Work
2013-05-10,695758.0,11.196,,4,10,5,95.81,1959.0,Work
2013-05-11,695758.0,3.556,,5,11,4,95.46,1488.0,Holiday
2013-05-12,695758.0,2.05,,6,12,3,95.11,549.0,Holiday
2013-05-13,695758.0,9.55,,0,13,2,94.76,1784.0,Work
2013-05-14,695758.0,8.282,,1,14,1,93.96,1747.0,Work
2013-05-15,695758.0,8.529,,2,0,0,93.95,1887.0,Work
2013-05-16,695758.0,8.134,,3,1,15,94.85,1781.0,Work
2013-05-17,695758.0,11.399,,4,2,14,95.72,1883.0,Work
2013-05-18,695758.0,10.844,,5,3,13,95.91,1299.0,Weekend
2013-05-19,695758.0,6.877,,6,4,12,96.1,497.0,Weekend
2013-05-20,695758.0,11.065,,0,5,11,96.29,1732.0,Work
2013-05-21,695758.0,13.663,,1,6,10,95.55,1692.0,Work
2013-05-22,695758.0,12.596,,2,7,9,93.98,1865.0,Work
2013-05-23,695758.0,2.714,,3,8,8,94.12,1753.0,Work
2013-05-24,695758.0,5.962,,4,9,7,93.84,496.0,Holiday
2013-05-25,695758.0,6.348,,5,10,6,94.0425,1107.0,Weekend
2013-05-26,695758.0,3.547,,6,11,5,94.245,411.0,Weekend
2013-05-27,695758.0,6.902,,0,12,4,94.4475,1748.0,Work
2013-05-28,695758.0,3.021,,1,13,3,94.65,1787.0,Work
2013-05-29,695758.0,14.191,,2,14,2,93.13,1815.0,Work
2013-05-30,695758.0,4.694,,3,15,1,93.57,1737.0,Work
2013-05-31,695758.0,12.483,,4,0,0,91.93,1818.0,Work
2013-06-01,695758.0,8.261,,5,1,14,92.42333333333332,1357.0,Weekend
2013-06-02,695758.0,1.256,,6,2,13,92.91666666666666,430.0,Weekend
2013-06-03,695758.0,8.291,,0,3,12,93.41,1882.0,Work
2013-06-04,695758.0,7.771,,1,4,11,93.36,1785.0,Work
2013-06-05,695758.0,10.688,,2,5,10,93.66,1845.0,Work
2013-06-06,695758.0,8.258,,3,6,9,94.71,1815.0,Work
2013-06-07,695758.0,15.861,,4,7,8,96.11,1885.0,Work
2013-06-08,695758.0,13.37,,5,8,7,96.01333333333334,1279.0,Weekend
2013-06-09,695758.0,4.231,,6,9,6,95.91666666666666,510.0,Weekend
2013-06-10,695758.0,5.924,,0,10,5,95.82,1826.0,Work
2013-06-11,695758.0,0.0,,1,11,4,95.5,1855.0,Work
2013-06-12,695758.0,10.688,,2,12,3,95.98,1863.0,Work
2013-06-13,695758.0,14.747,,3,13,2,96.66,1711.0,Work
2013-06-14,695758.0,8.823,,4,14,1,97.83,1856.0,Work
2013-06-15,695758.0,6.33,,5,0,0,97.84,1356.0,Weekend
2013-06-16,695758.0,3.392,,6,1,14,97.85,541.0,Weekend
2013-06-17,695758.0,6.123,,0,2,13,97.86,1786.0,Work
2013-06-18,695758.0,11.397,,1,3,12,98.46,1775.0,Work
2013-06-19,695758.0,14.684,,2,4,11,98.24,1783.0,Work
2013-06-20,695758.0,11.188,,3,5,10,94.89,1629.0,Work
2013-06-21,695758.0,11.797,,4,6,9,93.81,1700.0,Work
2013-06-22,695758.0,8.91,,5,7,8,94.23,1295.0,Weekend
2013-06-23,695758.0,2.68,,6,8,7,94.65,493.0,Weekend
2013-06-24,695758.0,4.542,,0,9,6,95.07,1820.0,Work
2013-06-25,695758.0,7.164,,1,10,5,95.25,1718.0,Work
2013-06-26,695758.0,9.788,,2,11,4,95.47,1856.0,Work
2013-06-27,695758.0,6.298,,3,12,3,97.0,1671.0,Work
2013-06-28,695758.0,17.94,,4,13,2,96.36,1808.0,Work
2013-06-29,695758.0,7.917,,5,14,1,96.88666666666668,1264.0,Weekend
2013-06-30,695758.0,4.965,,6,0,0,97.41333333333333,482.0,Weekend
2013-07-01,695758.0,7.624,,0,1,14,97.94,1797.0,Work
2013-07-02,695758.0,13.609,,1,2,13,99.65,1778.0,Work
2013-07-03,695758.0,14.426,,2,3,12,101.92,1899.0,Work
2013-07-04,695758.0,7.229,,3,4,11,102.505,1792.0,Work
2013-07-05,695758.0,16.537,,4,5,10,103.09,1804.0,Work
2013-07-06,695758.0,6.432,,5,6,9,103.07,1186.0,Weekend
2013-07-07,695758.0,4.935,,6,7,8,103.05,485.0,Weekend
2013-07-08,695758.0,10.433,,0,8,7,103.03,1826.0,Work
2013-07-09,695758.0,9.573,,1,9,6,103.46,1804.0,Work
2013-07-10,695758.0,9.275,,2,10,5,106.41,1761.0,Work
2013-07-11,695758.0,9.138,,3,11,4,104.77,1668.0,Work
2013-07-12,695758.0,13.024,,4,12,3,105.85,1749.0,Work
2013-07-13,695758.0,6.065,,5,13,2,105.96666666666668,1219.0,Weekend
2013-07-14,695758.0,2.237,,6,14,1,106.08333333333334,434.0,Weekend
2013-07-15,695758.0,13.323,,0,0,0,106.2,1781.0,Work
2013-07-16,695758.0,8.426,,1,1,15,105.88,1904.0,Work
2013-07-17,695758.0,7.501,,2,2,14,106.39,1846.0,Work
2013-07-18,695758.0,6.493,,3,3,13,107.94,1700.0,Work
2013-07-19,695758.0,12.168,,4,4,12,108.0,1752.0,Work
2013-07-20,695758.0,4.577,,5,5,11,107.53666666666666,1336.0,Weekend
2013-07-21,695758.0,1.392,,6,6,10,107.07333333333332,448.0,Weekend
2013-07-22,695758.0,5.09,,0,7,9,106.61,1753.0,Work
2013-07-23,695758.0,13.905,,1,8,8,107.13,1794.0,Work
2013-07-24,695758.0,14.887,,2,9,7,105.41,1796.0,Work
2013-07-25,695758.0,7.881,,3,10,6,105.47,1697.0,Work
2013-07-26,695758.0,16.552,,4,11,5,104.76,1808.0,Work
2013-07-27,695758.0,7.852,,5,12,4,104.71,1247.0,Weekend
2013-07-28,695758.0,1.529,,6,13,3,104.66,439.0,Weekend
2013-07-29,695758.0,4.846,,0,14,2,104.61,1802.0,Work
2013-07-30,695758.0,9.744,,1,15,1,103.14,1741.0,Work
2013-07-31,695758.0,9.071,,2,0,0,105.1,1828.0,Work
2013-08-01,695758.0,12.595,,3,1,14,107.93,1767.0,Work
2013-08-02,695758.0,14.139,,4,2,13,106.94,1748.0,Work
2013-08-03,695758.0,7.288,,5,3,12,106.83,1290.0,Weekend
2013-08-04,695758.0,2.502,,6,4,11,106.72,453.0,Weekend
2013-08-05,695758.0,9.208,,0,5,10,106.61,1763.0,Work
2013-08-06,695758.0,0.19,,1,6,9,105.32,1717.0,Work
2013-08-07,695758.0,3.74,,2,7,8,104.41,1800.0,Work
2013-08-08,695758.0,8.008,,3,8,7,103.45,1650.0,Work
2013-08-09,695758.0,11.161,,4,9,6,106.04,1785.0,Work
2013-08-10,695758.0,5.317,,5,10,5,106.09,832.0,Holiday
2013-08-11,695758.0,3.93,,6,11,4,106.14,441.0,Weekend
2013-08-12,695758.0,8.381,,0,12,3,106.19,1728.0,Work
2013-08-13,695758.0,5.805,,1,13,2,106.78,1685.0,Work
2013-08-14,695758.0,7.086,,2,14,1,106.89,1836.0,Work
2013-08-15,695758.0,5.216,,3,0,0,107.43,1656.0,Work
2013-08-16,695758.0,18.181,,4,1,15,107.58,1817.0,Work
2013-08-17,695758.0,8.865,,5,2,14,107.43333333333334,1203.0,Weekend
2013-08-18,695758.0,1.058,,6,3,13,107.28666666666666,427.0,Weekend
2013-08-19,695758.0,6.074,,0,4,12,107.14,1714.0,Work
2013-08-20,695758.0,4.264,,1,5,11,104.9,1670.0,Work
2013-08-21,695758.0,16.296,,2,6,10,103.93,1826.0,Work
2013-08-22,695758.0,7.036,,3,7,9,104.93,1599.0,Work
2013-08-23,695758.0,11.046,,4,8,8,106.48,1777.0,Work
2013-08-24,695758.0,13.605,,5,9,7,106.28,1166.0,Weekend
2013-08-25,695758.0,3.126,,6,10,6,106.08,457.0,Weekend
2013-08-26,695758.0,6.905,,0,11,5,105.88,1722.0,Work
2013-08-27,695758.0,7.24,,1,12,4,109.11,1677.0,Work
2013-08-28,695758.0,7.66,,2,13,3,110.17,1831.0,Work
2013-08-29,695758.0,6.982,,3,14,2,108.51,1647.0,Work
2013-08-30,695758.0,11.301,,4,15,1,107.98,1808.0,Work
2013-08-31,695758.0,5.348,,5,0,0,108.1525,1297.0,Weekend
2013-09-01,695758.0,3.849,,6,1,14,108.325,512.0,Weekend
2013-09-02,695758.0,4.997,,0,2,13,108.4975,1774.0,Work
2013-09-03,695758.0,8.882,,1,3,12,108.67,1762.0,Work
2013-09-04,695758.0,6.798,,2,4,11,107.29,1867.0,Work
2013-09-05,695758.0,4.615,,3,5,10,108.5,1719.0,Work
2013-09-06,695758.0,16.128,,4,6,9,110.62,1839.0,Work
2013-09-07,695758.0,9.367,,5,7,8,110.28666666666668,1245.0,Weekend
2013-09-08,695758.0,3.75,,6,8,7,109.95333333333336,456.0,Weekend
2013-09-09,695758.0,6.898,,0,9,6,109.62,1781.0,Work
2013-09-10,695758.0,12.583,,1,10,5,107.48,1678.0,Work
2013-09-11,695758.0,8.683,,2,11,4,107.65,1828.0,Work
2013-09-12,695758.0,3.143,,3,12,3,108.72,1776.0,Work
2013-09-13,695758.0,9.341,,4,13,2,108.31,1759.0,Work
2013-09-14,695758.0,7.612,,5,14,1,107.72,1259.0,Weekend
2013-09-15,695758.0,1.762,,6,0,0,107.13,500.0,Weekend
2013-09-16,695758.0,6.841,,0,1,14,106.54,1778.0,Work
2013-09-17,695758.0,10.088,,1,2,13,105.36,1716.0,Work
2013-09-18,695758.0,6.89,,2,3,12,108.23,1882.0,Work
2013-09-19,695758.0,6.71,,3,4,11,106.26,1685.0,Work
2013-09-20,695758.0,8.022,,4,5,10,104.7,1701.0,Work
2013-09-21,695758.0,8.787,,5,6,9,104.34,1304.0,Weekend
2013-09-22,695758.0,3.81,,6,7,8,103.98,479.0,Weekend
2013-09-23,695758.0,1.988,,0,8,7,103.62,1707.0,Work
2013-09-24,695758.0,12.211,,1,9,6,103.22,1780.0,Work
2013-09-25,695758.0,14.371,,2,10,5,102.68,1829.0,Work
2013-09-26,695758.0,10.336,,3,11,4,103.1,1681.0,Work
2013-09-27,695758.0,15.208,,4,12,3,102.86,1772.0,Work
2013-09-28,695758.0,5.988,,5,13,2,102.69333333333331,1286.0,Weekend
2013-09-29,695758.0,3.301,,6,14,1,102.52666666666669,503.0,Weekend
2013-09-30,695758.0,3.834,,0,0,0,102.36,1682.0,Work
2013-10-01,695758.0,11.578,,1,1,14,102.09,1744.0,Work
2013-10-02,695758.0,16.591,,2,2,13,104.15,1917.0,Work
2013-10-03,695758.0,9.1,,3,3,12,103.29,1720.0,Work
2013-10-04,695758.0,17.325,,4,4,11,103.83,1839.0,Work
2013-10-05,695758.0,9.765,,5,5,10,103.57666666666668,1324.0,Weekend
2013-10-06,695758.0,3.502,,6,6,9,103.32333333333332,504.0,Weekend
2013-10-07,695758.0,6.751,,0,7,8,103.07,1759.0,Work
2013-10-08,695758.0,10.062,,1,8,7,103.54,1721.0,Work
2013-10-09,695758.0,13.34,,2,9,6,101.63,1788.0,Work
2013-10-10,695758.0,3.428,,3,10,5,103.08,1692.0,Work
2013-10-11,695758.0,4.726,,4,11,4,102.17,733.0,Holiday
2013-10-12,695758.0,5.532,,5,12,3,102.26666666666668,949.0,Weekend
2013-10-13,695758.0,3.653,,6,13,2,102.36333333333332,464.0,Weekend
2013-10-14,695758.0,6.279,,0,14,1,102.46,1654.0,Work
2013-10-15,695758.0,9.525,,1,0,0,101.15,1761.0,Work
2013-10-16,695758.0,12.326,,2,1,15,102.34,1703.0,Work
2013-10-17,695758.0,6.878,,3,2,14,100.72,1783.0,Work
2013-10-18,695758.0,16.375,,4,3,13,100.87,1734.0,Work
2013-10-19,695758.0,7.17,,5,4,12,100.34,1346.0,Weekend
2013-10-20,695758.0,2.985,,6,5,11,99.81,500.0,Weekend
2013-10-21,695758.0,11.889,,0,6,10,99.28,1830.0,Work
2013-10-22,695758.0,7.13,,1,7,9,97.63,1687.0,Work
2013-10-23,695758.0,7.747,,2,8,8,96.9,1820.0,Work
2013-10-24,695758.0,6.016,,3,9,7,96.65,1748.0,Work
2013-10-25,695758.0,2.109,,4,10,6,97.4,1805.0,Work
2013-10-26,695758.0,9.845,,5,11,5,97.84666666666666,1282.0,Weekend
2013-10-27,695758.0,1.736,,6,12,4,98.29333333333332,549.0,Weekend
2013-10-28,695758.0,6.36,,0,13,3,98.74,1788.0,Work
2013-10-29,695758.0,13.178,,1,14,2,98.29,1710.0,Work
2013-10-30,695758.0,7.17,,2,15,1,96.81,1815.0,Work
2013-10-31,695758.0,6.075,,3,0,0,96.29,1755.0,Work
2013-11-01,695758.0,17.929,,4,1,14,94.56,1878.0,Work
2013-11-02,695758.0,6.214,,5,2,13,94.56666666666666,1106.0,Holiday
2013-11-03,695758.0,4.043,,6,3,12,94.57333333333332,515.0,Holiday
2013-11-04,695758.0,6.949,,0,4,11,94.58,1838.0,Work
2013-11-05,695758.0,11.441,,1,5,10,93.4,1848.0,Work
2013-11-06,695758.0,11.873,,2,6,9,94.74,1797.0,Work
2013-11-07,695758.0,3.925,,3,7,8,94.25,1724.0,Work
2013-11-08,695758.0,8.286,,4,8,7,94.56,1859.0,Work
2013-11-09,695758.0,8.1,,5,9,6,94.75,1184.0,Weekend
2013-11-10,695758.0,1.427,,6,10,5,94.94,561.0,Weekend
2013-11-11,695758.0,3.432,,0,11,4,95.13,1862.0,Work
2013-11-12,695758.0,13.714,,1,12,3,93.12,1814.0,Work
2013-11-13,695758.0,15.068,,2,13,2,93.91,1924.0,Work
2013-11-14,695758.0,7.709,,3,14,1,93.76,1832.0,Work
2013-11-15,695758.0,7.615,,4,0,0,93.8,1850.0,Work
2013-11-16,695758.0,9.427,,5,1,14,93.54333333333334,1346.0,Weekend
2013-11-17,695758.0,1.698,,6,2,13,93.28666666666666,512.0,Weekend
2013-11-18,695758.0,0.0,,0,3,12,93.03,1881.0,Work
2013-11-19,695758.0,0.0,,1,4,11,93.35,1784.0,Work
2013-11-20,695758.0,0.0,,2,5,10,93.34,1947.0,Work
2013-11-21,695758.0,0.0,,3,6,9,95.35,1753.0,Work
2013-11-22,695758.0,2.692,,4,7,8,94.53,1799.0,Work
2013-11-23,695758.0,4.789,,5,8,7,94.30666666666669,1229.0,Weekend
2013-11-24,695758.0,4.578,,6,9,6,94.08333333333334,453.0,Weekend
2013-11-25,695758.0,0.0,,0,10,5,93.86,1861.0,Work
2013-11-26,695758.0,3.423,,1,11,4,93.41,1834.0,Work
2013-11-27,695758.0,3.853,,2,12,3,92.05,1911.0,Work
2013-11-28,695758.0,0.0,,3,13,2,92.3,1828.0,Work
2013-11-29,695758.0,0.0,,4,14,1,92.55,1781.0,Work
2013-11-30,695758.0,3.66,,5,0,0,92.90333333333334,1272.0,Weekend
2013-12-01,695758.0,4.978,,6,1,14,93.25666666666666,485.0,Weekend
2013-12-02,695758.0,5.672,,0,2,13,93.61,1844.0,Work
2013-12-03,695758.0,0.0,,1,3,12,95.83,1812.0,Work
2013-12-04,695758.0,5.345,,2,4,11,96.97,1995.0,Work
2013-12-05,695758.0,0.0,,3,5,10,97.14,1930.0,Holiday
2013-12-06,695758.0,0.0,,4,6,9,97.48,506.0,Holiday
2013-12-07,695758.0,0.0,,5,7,8,97.35333333333334,1140.0,Weekend
2013-12-08,695758.0,0.4,,6,8,7,97.22666666666666,443.0,Weekend
2013-12-09,695758.0,1.102,,0,9,6,97.1,1812.0,Work
2013-12-10,695758.0,0.0,,1,10,5,98.32,1992.0,Work
2013-12-11,695758.0,6.294,,2,11,4,97.25,2087.0,Work
2013-12-12,695758.0,0.0,,3,12,3,97.21,1945.0,Work
2013-12-13,695758.0,15.188,,4,13,2,96.27,2033.0,Work
2013-12-14,695758.0,11.202,,5,14,1,96.57333333333334,1507.0,Weekend
2013-12-15,695758.0,2.403,,6,0,0,96.87666666666668,526.0,Weekend
2013-12-16,695758.0,10.565,,0,1,15,97.18,2161.0,Work
2013-12-17,695758.0,7.538,,1,2,14,96.99,2136.0,Work
2013-12-18,695758.0,5.51,,2,3,13,97.59,2337.0,Work
2013-12-19,695758.0,5.997,,3,4,12,98.4,2425.0,Work
2013-12-20,695758.0,12.644,,4,5,11,99.11,2490.0,Work
2013-12-21,695758.0,5.169,,5,6,10,98.94666666666669,1738.0,Holiday
2013-12-22,695758.0,4.139,,6,7,9,98.78333333333332,1093.0,Holiday
2013-12-23,695758.0,3.402,,0,8,8,98.62,2848.0,Holiday
2013-12-24,695758.0,5.141,,1,9,7,98.87,2844.0,Holiday
2013-12-25,695758.0,0.0,,2,10,6,99.025,0.0,Holiday
2013-12-26,695758.0,6.323,,3,11,5,99.18,1980.0,Holiday
2013-12-27,695758.0,5.597,,4,12,4,99.94,2022.0,Work
2013-12-28,695758.0,5.31,,5,13,3,99.59333333333332,1070.0,Weekend
2013-12-29,695758.0,2.699,,6,14,2,99.24666666666668,416.0,Weekend
2013-12-30,695758.0,2.808,,0,15,1,98.9,1388.0,Work
2013-12-31,695758.0,2.628,,1,0,0,98.17,1105.0,Holiday
2014-01-01,695758.0,0.0,,2,1,14,96.655,0.0,Holiday
2014-01-02,695758.0,12.006,,3,2,13,95.14,1875.0,Work
2014-01-03,695758.0,1.4675,,4,3,12,93.66,1817.0,Work
2014-01-04,695758.0,0.0,,5,4,11,93.48,1294.0,Weekend
2014-01-05,695758.0,4.298,,6,5,10,93.3,489.0,Weekend
2014-01-06,695758.0,7.096,,0,6,9,93.12,1754.0,Work
2014-01-07,695758.0,1.688,,1,7,8,93.31,1713.0,Work
2014-01-08,695758.0,10.183,,2,8,7,91.9,1955.0,Work
2014-01-09,695758.0,7.04,,3,9,6,91.36,1855.0,Work
2014-01-10,695758.0,17.465,,4,10,5,92.39,1837.0,Work
2014-01-11,695758.0,8.765,,5,11,4,92.07666666666668,1300.0,Weekend
2014-01-12,695758.0,3.355,,6,12,3,91.76333333333334,531.0,Weekend
2014-01-13,695758.0,6.317,,0,13,2,91.45,1887.0,Work
2014-01-14,695758.0,4.308,,1,14,1,92.15,1738.0,Work
2014-01-15,695758.0,10.788,,2,0,0,93.78,1944.0,Work
2014-01-16,695758.0,2.701,,3,1,15,93.54,1819.0,Work
2014-01-17,695758.0,7.4162,,4,2,14,93.96,1889.0,Work
2014-01-18,695758.0,0.995,,5,3,13,94.0975,1329.0,Weekend
2014-01-19,695758.0,0.534,,6,4,12,94.235,504.0,Weekend
2014-01-20,695758.0,3.455,,0,5,11,94.3725,1791.0,Work
