date,item_nbr,unit_sales,onpromotion,weekday,DayFromWagePaid,DayToWagePaid,OilPrice,transactions,type
2013-02-10,1239858.0,0.0,,6,10,5,96.57666666666668,374.0,Weekend
2013-02-11,1239858.0,0.0,,0,11,4,97.01,396.0,Holiday
2013-02-12,1239858.0,0.0,,1,12,3,97.48,487.0,Holiday
2013-02-13,1239858.0,0.0,,2,13,2,97.03,1921.0,Work
2013-02-14,1239858.0,0.0,,3,14,1,97.3,2119.0,Work
2013-02-15,1239858.0,0.0,,4,0,0,95.95,1787.0,Work
2013-02-16,1239858.0,0.0,,5,1,12,96.135,1263.0,Weekend
2013-02-17,1239858.0,0.0,,6,2,11,96.32,399.0,Weekend
2013-02-18,1239858.0,0.0,,0,3,10,96.505,1742.0,Work
2013-02-19,1239858.0,0.0,,1,4,9,96.69,1806.0,Work
2013-02-20,1239858.0,0.0,,2,5,8,94.92,1835.0,Work
2013-02-21,1239858.0,0.0,,3,6,7,92.79,1756.0,Work
2013-02-22,1239858.0,0.0,,4,7,6,93.12,1805.0,Work
2013-02-23,1239858.0,0.0,,5,8,5,92.99333333333334,1448.0,Weekend
2013-02-24,1239858.0,0.0,,6,9,4,92.86666666666667,512.0,Weekend
2013-02-25,1239858.0,0.0,,0,10,3,92.74,1760.0,Work
2013-02-26,1239858.0,0.0,,1,11,2,92.63,1804.0,Work
2013-02-27,1239858.0,0.0,,2,12,1,92.84,1845.0,Work
2013-02-28,1239858.0,0.0,,3,0,0,92.03,1763.0,Work
2013-03-01,1239858.0,0.0,,4,1,14,90.71,1916.0,Work
2013-03-02,1239858.0,0.0,,5,2,13,90.51666666666668,1332.0,Weekend
2013-03-03,1239858.0,0.0,,6,3,12,90.32333333333332,547.0,Weekend
2013-03-04,1239858.0,0.0,,0,4,11,90.13,1841.0,Work
2013-03-05,1239858.0,0.0,,1,5,10,90.88,1750.0,Work
2013-03-06,1239858.0,0.0,,2,6,9,90.47,1929.0,Work
2013-03-07,1239858.0,0.0,,3,7,8,91.53,1751.0,Work
2013-03-08,1239858.0,0.0,,4,8,7,92.01,1960.0,Work
2013-03-09,1239858.0,0.0,,5,9,6,92.03,1337.0,Weekend
2013-03-10,1239858.0,0.0,,6,10,5,92.05,538.0,Weekend
2013-03-11,1239858.0,0.0,,0,11,4,92.07,1874.0,Work
2013-03-12,1239858.0,0.0,,1,12,3,92.44,1734.0,Work
2013-03-13,1239858.0,0.0,,2,13,2,92.47,1841.0,Work
2013-03-14,1239858.0,0.0,,3,14,1,93.03,1751.0,Work
2013-03-15,1239858.0,0.0,,4,0,0,93.49,1812.0,Work
2013-03-16,1239858.0,0.0,,5,1,15,93.56333333333332,1238.0,Weekend
2013-03-17,1239858.0,0.0,,6,2,14,93.63666666666666,561.0,Weekend
2013-03-18,1239858.0,0.0,,0,3,13,93.71,1696.0,Work
2013-03-19,1239858.0,0.0,,1,4,12,92.44,1728.0,Work
2013-03-20,1239858.0,0.0,,2,5,11,93.21,1879.0,Work
2013-03-21,1239858.0,0.0,,3,6,10,92.46,1727.0,Work
2013-03-22,1239858.0,0.0,,4,7,9,93.41,1689.0,Work
2013-03-23,1239858.0,0.0,,5,8,8,93.79,1358.0,Weekend
2013-03-24,1239858.0,0.0,,6,9,7,94.17,531.0,Weekend
2013-03-25,1239858.0,0.0,,0,10,6,94.55,1770.0,Work
2013-03-26,1239858.0,0.0,,1,11,5,95.99,1700.0,Work
2013-03-27,1239858.0,0.0,,2,12,4,96.53,1840.0,Work
2013-03-28,1239858.0,0.0,,3,13,3,97.24,1729.0,Work
2013-03-29,1239858.0,0.0,,4,14,2,97.205,474.0,Work
2013-03-30,1239858.0,0.0,,5,15,1,97.17,1002.0,Weekend
2013-03-31,1239858.0,0.0,,6,0,0,97.135,464.0,Weekend
2013-04-01,1239858.0,0.0,,0,1,14,97.1,1894.0,Work
2013-04-02,1239858.0,0.0,,1,2,13,97.23,1705.0,Work
2013-04-03,1239858.0,0.0,,2,3,12,95.02,1912.0,Work
2013-04-04,1239858.0,0.0,,3,4,11,93.26,1723.0,Work
2013-04-05,1239858.0,0.0,,4,5,10,92.76,1899.0,Work
2013-04-06,1239858.0,0.0,,5,6,9,92.96,1349.0,Weekend
2013-04-07,1239858.0,0.0,,6,7,8,93.16,521.0,Weekend
2013-04-08,1239858.0,0.0,,0,8,7,93.36,1824.0,Work
2013-04-09,1239858.0,0.0,,1,9,6,94.18,1744.0,Work
2013-04-10,1239858.0,0.0,,2,10,5,94.59,1916.0,Work
2013-04-11,1239858.0,0.0,,3,11,4,93.44,1638.0,Work
2013-04-12,1239858.0,0.0,,4,12,3,91.23,1860.0,Work
2013-04-13,1239858.0,0.0,,5,13,2,90.40333333333334,1338.0,Weekend
2013-04-14,1239858.0,0.0,,6,14,1,89.57666666666667,525.0,Weekend
2013-04-15,1239858.0,0.0,,0,0,0,88.75,1804.0,Work
2013-04-16,1239858.0,0.0,,1,1,14,88.73,1757.0,Work
2013-04-17,1239858.0,0.0,,2,2,13,86.65,1807.0,Work
2013-04-18,1239858.0,0.0,,3,3,12,87.83,1607.0,Work
2013-04-19,1239858.0,0.0,,4,4,11,88.04,1737.0,Work
2013-04-20,1239858.0,0.0,,5,5,10,88.29666666666667,1335.0,Weekend
2013-04-21,1239858.0,0.0,,6,6,9,88.55333333333334,505.0,Weekend
2013-04-22,1239858.0,0.0,,0,7,8,88.81,1838.0,Work
2013-04-23,1239858.0,0.0,,1,8,7,89.21,1697.0,Work
2013-04-24,1239858.0,0.0,,2,9,6,91.07,1921.0,Work
2013-04-25,1239858.0,0.0,,3,10,5,93.27,1660.0,Work
2013-04-26,1239858.0,0.0,,4,11,4,92.63,1843.0,Work
2013-04-27,1239858.0,0.0,,5,12,3,93.11666666666666,1314.0,Weekend
2013-04-28,1239858.0,0.0,,6,13,2,93.60333333333332,517.0,Weekend
2013-04-29,1239858.0,0.0,,0,14,1,94.09,1653.0,Holiday
2013-04-30,1239858.0,0.0,,1,0,0,93.22,1897.0,Work
2013-05-01,1239858.0,0.0,,2,1,14,90.74,613.0,Holiday
2013-05-02,1239858.0,0.0,,3,2,13,93.7,1763.0,Work
2013-05-03,1239858.0,0.0,,4,3,12,95.25,1847.0,Work
2013-05-04,1239858.0,0.0,,5,4,11,95.43333333333334,1347.0,Weekend
2013-05-05,1239858.0,0.0,,6,5,10,95.61666666666667,538.0,Weekend
2013-05-06,1239858.0,0.0,,0,6,9,95.8,1834.0,Work
2013-05-07,1239858.0,0.0,,1,7,8,95.28,1792.0,Work
2013-05-08,1239858.0,0.0,,2,8,7,96.24,1904.0,Work
2013-05-09,1239858.0,0.0,,3,9,6,96.09,1813.0,Work
2013-05-10,1239858.0,0.0,,4,10,5,95.81,1959.0,Work
2013-05-11,1239858.0,0.0,,5,11,4,95.46,1488.0,Holiday
2013-05-12,1239858.0,0.0,,6,12,3,95.11,549.0,Holiday
2013-05-13,1239858.0,0.0,,0,13,2,94.76,1784.0,Work
2013-05-14,1239858.0,0.0,,1,14,1,93.96,1747.0,Work
2013-05-15,1239858.0,0.0,,2,0,0,93.95,1887.0,Work
2013-05-16,1239858.0,0.0,,3,1,15,94.85,1781.0,Work
2013-05-17,1239858.0,0.0,,4,2,14,95.72,1883.0,Work
2013-05-18,1239858.0,0.0,,5,3,13,95.91,1299.0,Weekend
2013-05-19,1239858.0,0.0,,6,4,12,96.1,497.0,Weekend
2013-05-20,1239858.0,0.0,,0,5,11,96.29,1732.0,Work
2013-05-21,1239858.0,0.0,,1,6,10,95.55,1692.0,Work
2013-05-22,1239858.0,0.0,,2,7,9,93.98,1865.0,Work
2013-05-23,1239858.0,0.0,,3,8,8,94.12,1753.0,Work
2013-05-24,1239858.0,0.0,,4,9,7,93.84,496.0,Holiday
2013-05-25,1239858.0,0.0,,5,10,6,94.0425,1107.0,Weekend
2013-05-26,1239858.0,0.0,,6,11,5,94.245,411.0,Weekend
2013-05-27,1239858.0,0.0,,0,12,4,94.4475,1748.0,Work
2013-05-28,1239858.0,0.0,,1,13,3,94.65,1787.0,Work
2013-05-29,1239858.0,0.0,,2,14,2,93.13,1815.0,Work
2013-05-30,1239858.0,0.0,,3,15,1,93.57,1737.0,Work
2013-05-31,1239858.0,0.0,,4,0,0,91.93,1818.0,Work
2013-06-01,1239858.0,0.0,,5,1,14,92.42333333333332,1357.0,Weekend
2013-06-02,1239858.0,0.0,,6,2,13,92.91666666666666,430.0,Weekend
2013-06-03,1239858.0,0.0,,0,3,12,93.41,1882.0,Work
2013-06-04,1239858.0,0.0,,1,4,11,93.36,1785.0,Work
2013-06-05,1239858.0,0.0,,2,5,10,93.66,1845.0,Work
2013-06-06,1239858.0,0.0,,3,6,9,94.71,1815.0,Work
2013-06-07,1239858.0,0.0,,4,7,8,96.11,1885.0,Work
2013-06-08,1239858.0,0.0,,5,8,7,96.01333333333334,1279.0,Weekend
2013-06-09,1239858.0,0.0,,6,9,6,95.91666666666666,510.0,Weekend
2013-06-10,1239858.0,0.0,,0,10,5,95.82,1826.0,Work
2013-06-11,1239858.0,0.0,,1,11,4,95.5,1855.0,Work
2013-06-12,1239858.0,0.0,,2,12,3,95.98,1863.0,Work
2013-06-13,1239858.0,0.0,,3,13,2,96.66,1711.0,Work
2013-06-14,1239858.0,0.0,,4,14,1,97.83,1856.0,Work
2013-06-15,1239858.0,0.0,,5,0,0,97.84,1356.0,Weekend
2013-06-16,1239858.0,0.0,,6,1,14,97.85,541.0,Weekend
2013-06-17,1239858.0,0.0,,0,2,13,97.86,1786.0,Work
2013-06-18,1239858.0,0.0,,1,3,12,98.46,1775.0,Work
2013-06-19,1239858.0,0.0,,2,4,11,98.24,1783.0,Work
2013-06-20,1239858.0,0.0,,3,5,10,94.89,1629.0,Work
2013-06-21,1239858.0,0.0,,4,6,9,93.81,1700.0,Work
2013-06-22,1239858.0,0.0,,5,7,8,94.23,1295.0,Weekend
2013-06-23,1239858.0,0.0,,6,8,7,94.65,493.0,Weekend
2013-06-24,1239858.0,0.0,,0,9,6,95.07,1820.0,Work
2013-06-25,1239858.0,0.0,,1,10,5,95.25,1718.0,Work
2013-06-26,1239858.0,0.0,,2,11,4,95.47,1856.0,Work
2013-06-27,1239858.0,0.0,,3,12,3,97.0,1671.0,Work
2013-06-28,1239858.0,0.0,,4,13,2,96.36,1808.0,Work
2013-06-29,1239858.0,0.0,,5,14,1,96.88666666666668,1264.0,Weekend
2013-06-30,1239858.0,0.0,,6,0,0,97.41333333333333,482.0,Weekend
2013-07-01,1239858.0,0.0,,0,1,14,97.94,1797.0,Work
2013-07-02,1239858.0,0.0,,1,2,13,99.65,1778.0,Work
2013-07-03,1239858.0,0.0,,2,3,12,101.92,1899.0,Work
2013-07-04,1239858.0,0.0,,3,4,11,102.505,1792.0,Work
2013-07-05,1239858.0,0.0,,4,5,10,103.09,1804.0,Work
2013-07-06,1239858.0,0.0,,5,6,9,103.07,1186.0,Weekend
2013-07-07,1239858.0,0.0,,6,7,8,103.05,485.0,Weekend
2013-07-08,1239858.0,0.0,,0,8,7,103.03,1826.0,Work
2013-07-09,1239858.0,0.0,,1,9,6,103.46,1804.0,Work
2013-07-10,1239858.0,0.0,,2,10,5,106.41,1761.0,Work
2013-07-11,1239858.0,0.0,,3,11,4,104.77,1668.0,Work
2013-07-12,1239858.0,0.0,,4,12,3,105.85,1749.0,Work
2013-07-13,1239858.0,0.0,,5,13,2,105.96666666666668,1219.0,Weekend
2013-07-14,1239858.0,0.0,,6,14,1,106.08333333333334,434.0,Weekend
2013-07-15,1239858.0,0.0,,0,0,0,106.2,1781.0,Work
2013-07-16,1239858.0,0.0,,1,1,15,105.88,1904.0,Work
2013-07-17,1239858.0,0.0,,2,2,14,106.39,1846.0,Work
2013-07-18,1239858.0,0.0,,3,3,13,107.94,1700.0,Work
2013-07-19,1239858.0,0.0,,4,4,12,108.0,1752.0,Work
2013-07-20,1239858.0,0.0,,5,5,11,107.53666666666666,1336.0,Weekend
2013-07-21,1239858.0,0.0,,6,6,10,107.07333333333332,448.0,Weekend
2013-07-22,1239858.0,0.0,,0,7,9,106.61,1753.0,Work
2013-07-23,1239858.0,0.0,,1,8,8,107.13,1794.0,Work
2013-07-24,1239858.0,0.0,,2,9,7,105.41,1796.0,Work
2013-07-25,1239858.0,0.0,,3,10,6,105.47,1697.0,Work
2013-07-26,1239858.0,0.0,,4,11,5,104.76,1808.0,Work
2013-07-27,1239858.0,0.0,,5,12,4,104.71,1247.0,Weekend
2013-07-28,1239858.0,0.0,,6,13,3,104.66,439.0,Weekend
2013-07-29,1239858.0,0.0,,0,14,2,104.61,1802.0,Work
2013-07-30,1239858.0,0.0,,1,15,1,103.14,1741.0,Work
2013-07-31,1239858.0,0.0,,2,0,0,105.1,1828.0,Work
2013-08-01,1239858.0,0.0,,3,1,14,107.93,1767.0,Work
2013-08-02,1239858.0,0.0,,4,2,13,106.94,1748.0,Work
2013-08-03,1239858.0,0.0,,5,3,12,106.83,1290.0,Weekend
2013-08-04,1239858.0,0.0,,6,4,11,106.72,453.0,Weekend
2013-08-05,1239858.0,0.0,,0,5,10,106.61,1763.0,Work
2013-08-06,1239858.0,0.0,,1,6,9,105.32,1717.0,Work
2013-08-07,1239858.0,0.0,,2,7,8,104.41,1800.0,Work
2013-08-08,1239858.0,0.0,,3,8,7,103.45,1650.0,Work
2013-08-09,1239858.0,0.0,,4,9,6,106.04,1785.0,Work
2013-08-10,1239858.0,0.0,,5,10,5,106.09,832.0,Holiday
2013-08-11,1239858.0,0.0,,6,11,4,106.14,441.0,Weekend
2013-08-12,1239858.0,0.0,,0,12,3,106.19,1728.0,Work
2013-08-13,1239858.0,0.0,,1,13,2,106.78,1685.0,Work
2013-08-14,1239858.0,0.0,,2,14,1,106.89,1836.0,Work
2013-08-15,1239858.0,0.0,,3,0,0,107.43,1656.0,Work
2013-08-16,1239858.0,0.0,,4,1,15,107.58,1817.0,Work
2013-08-17,1239858.0,0.0,,5,2,14,107.43333333333334,1203.0,Weekend
2013-08-18,1239858.0,0.0,,6,3,13,107.28666666666666,427.0,Weekend
2013-08-19,1239858.0,0.0,,0,4,12,107.14,1714.0,Work
2013-08-20,1239858.0,0.0,,1,5,11,104.9,1670.0,Work
2013-08-21,1239858.0,0.0,,2,6,10,103.93,1826.0,Work
2013-08-22,1239858.0,0.0,,3,7,9,104.93,1599.0,Work
2013-08-23,1239858.0,0.0,,4,8,8,106.48,1777.0,Work
2013-08-24,1239858.0,0.0,,5,9,7,106.28,1166.0,Weekend
2013-08-25,1239858.0,0.0,,6,10,6,106.08,457.0,Weekend
2013-08-26,1239858.0,0.0,,0,11,5,105.88,1722.0,Work
2013-08-27,1239858.0,0.0,,1,12,4,109.11,1677.0,Work
2013-08-28,1239858.0,0.0,,2,13,3,110.17,1831.0,Work
2013-08-29,1239858.0,0.0,,3,14,2,108.51,1647.0,Work
2013-08-30,1239858.0,0.0,,4,15,1,107.98,1808.0,Work
2013-08-31,1239858.0,0.0,,5,0,0,108.1525,1297.0,Weekend
2013-09-01,1239858.0,0.0,,6,1,14,108.325,512.0,Weekend
2013-09-02,1239858.0,0.0,,0,2,13,108.4975,1774.0,Work
2013-09-03,1239858.0,0.0,,1,3,12,108.67,1762.0,Work
2013-09-04,1239858.0,0.0,,2,4,11,107.29,1867.0,Work
2013-09-05,1239858.0,0.0,,3,5,10,108.5,1719.0,Work
2013-09-06,1239858.0,0.0,,4,6,9,110.62,1839.0,Work
2013-09-07,1239858.0,0.0,,5,7,8,110.28666666666668,1245.0,Weekend
2013-09-08,1239858.0,0.0,,6,8,7,109.95333333333336,456.0,Weekend
2013-09-09,1239858.0,0.0,,0,9,6,109.62,1781.0,Work
2013-09-10,1239858.0,0.0,,1,10,5,107.48,1678.0,Work
2013-09-11,1239858.0,0.0,,2,11,4,107.65,1828.0,Work
2013-09-12,1239858.0,0.0,,3,12,3,108.72,1776.0,Work
2013-09-13,1239858.0,0.0,,4,13,2,108.31,1759.0,Work
2013-09-14,1239858.0,0.0,,5,14,1,107.72,1259.0,Weekend
2013-09-15,1239858.0,0.0,,6,0,0,107.13,500.0,Weekend
2013-09-16,1239858.0,0.0,,0,1,14,106.54,1778.0,Work
2013-09-17,1239858.0,0.0,,1,2,13,105.36,1716.0,Work
2013-09-18,1239858.0,0.0,,2,3,12,108.23,1882.0,Work
2013-09-19,1239858.0,0.0,,3,4,11,106.26,1685.0,Work
2013-09-20,1239858.0,0.0,,4,5,10,104.7,1701.0,Work
2013-09-21,1239858.0,0.0,,5,6,9,104.34,1304.0,Weekend
2013-09-22,1239858.0,0.0,,6,7,8,103.98,479.0,Weekend
2013-09-23,1239858.0,0.0,,0,8,7,103.62,1707.0,Work
2013-09-24,1239858.0,0.0,,1,9,6,103.22,1780.0,Work
2013-09-25,1239858.0,0.0,,2,10,5,102.68,1829.0,Work
2013-09-26,1239858.0,0.0,,3,11,4,103.1,1681.0,Work
2013-09-27,1239858.0,0.0,,4,12,3,102.86,1772.0,Work
2013-09-28,1239858.0,0.0,,5,13,2,102.69333333333331,1286.0,Weekend
2013-09-29,1239858.0,0.0,,6,14,1,102.52666666666669,503.0,Weekend
2013-09-30,1239858.0,0.0,,0,0,0,102.36,1682.0,Work
2013-10-01,1239858.0,0.0,,1,1,14,102.09,1744.0,Work
2013-10-02,1239858.0,0.0,,2,2,13,104.15,1917.0,Work
2013-10-03,1239858.0,0.0,,3,3,12,103.29,1720.0,Work
2013-10-04,1239858.0,0.0,,4,4,11,103.83,1839.0,Work
2013-10-05,1239858.0,0.0,,5,5,10,103.57666666666668,1324.0,Weekend
2013-10-06,1239858.0,0.0,,6,6,9,103.32333333333332,504.0,Weekend
2013-10-07,1239858.0,0.0,,0,7,8,103.07,1759.0,Work
2013-10-08,1239858.0,0.0,,1,8,7,103.54,1721.0,Work
2013-10-09,1239858.0,0.0,,2,9,6,101.63,1788.0,Work
2013-10-10,1239858.0,0.0,,3,10,5,103.08,1692.0,Work
2013-10-11,1239858.0,0.0,,4,11,4,102.17,733.0,Holiday
2013-10-12,1239858.0,0.0,,5,12,3,102.26666666666668,949.0,Weekend
2013-10-13,1239858.0,0.0,,6,13,2,102.36333333333332,464.0,Weekend
2013-10-14,1239858.0,0.0,,0,14,1,102.46,1654.0,Work
2013-10-15,1239858.0,0.0,,1,0,0,101.15,1761.0,Work
2013-10-16,1239858.0,0.0,,2,1,15,102.34,1703.0,Work
2013-10-17,1239858.0,0.0,,3,2,14,100.72,1783.0,Work
2013-10-18,1239858.0,0.0,,4,3,13,100.87,1734.0,Work
2013-10-19,1239858.0,0.0,,5,4,12,100.34,1346.0,Weekend
2013-10-20,1239858.0,0.0,,6,5,11,99.81,500.0,Weekend
2013-10-21,1239858.0,0.0,,0,6,10,99.28,1830.0,Work
2013-10-22,1239858.0,0.0,,1,7,9,97.63,1687.0,Work
2013-10-23,1239858.0,0.0,,2,8,8,96.9,1820.0,Work
2013-10-24,1239858.0,0.0,,3,9,7,96.65,1748.0,Work
2013-10-25,1239858.0,0.0,,4,10,6,97.4,1805.0,Work
2013-10-26,1239858.0,0.0,,5,11,5,97.84666666666666,1282.0,Weekend
2013-10-27,1239858.0,0.0,,6,12,4,98.29333333333332,549.0,Weekend
2013-10-28,1239858.0,0.0,,0,13,3,98.74,1788.0,Work
2013-10-29,1239858.0,0.0,,1,14,2,98.29,1710.0,Work
2013-10-30,1239858.0,0.0,,2,15,1,96.81,1815.0,Work
2013-10-31,1239858.0,0.0,,3,0,0,96.29,1755.0,Work
2013-11-01,1239858.0,0.0,,4,1,14,94.56,1878.0,Work
2013-11-02,1239858.0,0.0,,5,2,13,94.56666666666666,1106.0,Holiday
2013-11-03,1239858.0,0.0,,6,3,12,94.57333333333332,515.0,Holiday
2013-11-04,1239858.0,0.0,,0,4,11,94.58,1838.0,Work
2013-11-05,1239858.0,4.366,,1,5,10,93.4,1848.0,Work
2013-11-06,1239858.0,5.157,,2,6,9,94.74,1797.0,Work
2013-11-07,1239858.0,1.942,,3,7,8,94.25,1724.0,Work
2013-11-08,1239858.0,8.128,,4,8,7,94.56,1859.0,Work
2013-11-09,1239858.0,7.225,,5,9,6,94.75,1184.0,Weekend
2013-11-10,1239858.0,1.597,,6,10,5,94.94,561.0,Weekend
2013-11-11,1239858.0,0.562,,0,11,4,95.13,1862.0,Work
2013-11-12,1239858.0,3.448,,1,12,3,93.12,1814.0,Work
2013-11-13,1239858.0,7.469,,2,13,2,93.91,1924.0,Work
2013-11-14,1239858.0,2.169,,3,14,1,93.76,1832.0,Work
2013-11-15,1239858.0,13.419,,4,0,0,93.8,1850.0,Work
2013-11-16,1239858.0,3.68,,5,1,14,93.54333333333334,1346.0,Weekend
2013-11-17,1239858.0,0.0,,6,2,13,93.28666666666666,512.0,Weekend
2013-11-18,1239858.0,5.304,,0,3,12,93.03,1881.0,Work
2013-11-19,1239858.0,10.11,,1,4,11,93.35,1784.0,Work
2013-11-20,1239858.0,7.659,,2,5,10,93.34,1947.0,Work
2013-11-21,1239858.0,3.147,,3,6,9,95.35,1753.0,Work
2013-11-22,1239858.0,3.471,,4,7,8,94.53,1799.0,Work
2013-11-23,1239858.0,4.19,,5,8,7,94.30666666666669,1229.0,Weekend
2013-11-24,1239858.0,0.818,,6,9,6,94.08333333333334,453.0,Weekend
2013-11-25,1239858.0,3.996,,0,10,5,93.86,1861.0,Work
2013-11-26,1239858.0,3.186,,1,11,4,93.41,1834.0,Work
2013-11-27,1239858.0,4.605,,2,12,3,92.05,1911.0,Work
2013-11-28,1239858.0,2.837,,3,13,2,92.3,1828.0,Work
2013-11-29,1239858.0,8.607,,4,14,1,92.55,1781.0,Work
2013-11-30,1239858.0,4.587,,5,0,0,92.90333333333334,1272.0,Weekend
2013-12-01,1239858.0,3.038,,6,1,14,93.25666666666666,485.0,Weekend
2013-12-02,1239858.0,4.96,,0,2,13,93.61,1844.0,Work
2013-12-03,1239858.0,6.88,,1,3,12,95.83,1812.0,Work
2013-12-04,1239858.0,5.488,,2,4,11,96.97,1995.0,Work
2013-12-05,1239858.0,3.078,,3,5,10,97.14,1930.0,Holiday
2013-12-06,1239858.0,3.178,,4,6,9,97.48,506.0,Holiday
2013-12-07,1239858.0,0.47,,5,7,8,97.35333333333334,1140.0,Weekend
2013-12-08,1239858.0,0.0,,6,8,7,97.22666666666666,443.0,Weekend
2013-12-09,1239858.0,6.623,,0,9,6,97.1,1812.0,Work
2013-12-10,1239858.0,4.79,,1,10,5,98.32,1992.0,Work
2013-12-11,1239858.0,6.511,,2,11,4,97.25,2087.0,Work
2013-12-12,1239858.0,4.059,,3,12,3,97.21,1945.0,Work
2013-12-13,1239858.0,9.218,,4,13,2,96.27,2033.0,Work
2013-12-14,1239858.0,2.662,,5,14,1,96.57333333333334,1507.0,Weekend
2013-12-15,1239858.0,0.0,,6,0,0,96.87666666666668,526.0,Weekend
2013-12-16,1239858.0,12.069,,0,1,15,97.18,2161.0,Work
2013-12-17,1239858.0,4.379,,1,2,14,96.99,2136.0,Work
2013-12-18,1239858.0,3.646,,2,3,13,97.59,2337.0,Work
2013-12-19,1239858.0,2.763,,3,4,12,98.4,2425.0,Work
2013-12-20,1239858.0,5.262,,4,5,11,99.11,2490.0,Work
2013-12-21,1239858.0,7.757,,5,6,10,98.94666666666669,1738.0,Holiday
2013-12-22,1239858.0,0.0,,6,7,9,98.78333333333332,1093.0,Holiday
2013-12-23,1239858.0,5.136,,0,8,8,98.62,2848.0,Holiday
2013-12-24,1239858.0,6.491,,1,9,7,98.87,2844.0,Holiday
2013-12-25,1239858.0,0.0,,2,10,6,99.025,0.0,Holiday
2013-12-26,1239858.0,4.784,,3,11,5,99.18,1980.0,Holiday
2013-12-27,1239858.0,8.063,,4,12,4,99.94,2022.0,Work
2013-12-28,1239858.0,6.945,,5,13,3,99.59333333333332,1070.0,Weekend
2013-12-29,1239858.0,5.598,,6,14,2,99.24666666666668,416.0,Weekend
2013-12-30,1239858.0,8.273,,0,15,1,98.9,1388.0,Work
2013-12-31,1239858.0,2.409,,1,0,0,98.17,1105.0,Holiday
2014-01-01,1239858.0,0.0,,2,1,14,96.655,0.0,Holiday
2014-01-02,1239858.0,10.652,,3,2,13,95.14,1875.0,Work
2014-01-03,1239858.0,0.0,,4,3,12,93.66,1817.0,Work
2014-01-04,1239858.0,4.197,,5,4,11,93.48,1294.0,Weekend
2014-01-05,1239858.0,4.707,,6,5,10,93.3,489.0,Weekend
2014-01-06,1239858.0,1.927,,0,6,9,93.12,1754.0,Work
2014-01-07,1239858.0,3.562,,1,7,8,93.31,1713.0,Work
2014-01-08,1239858.0,5.918,,2,8,7,91.9,1955.0,Work
2014-01-09,1239858.0,5.602,,3,9,6,91.36,1855.0,Work
